erc,title,description,topic,topic_secondary,topic_confidence,topic_other,status,type,category,created,last_call_deadline,withdrawal_reason,author,authors_normalized,requires,required_by,referenced_ercs,in_degree,out_degree,pagerank,dependency_depth,has_security_considerations,has_test_cases,has_reference_impl,spec_word_count,section_count,discussions_to,one_line_summary,notes
7085,NFT Relationship Enhancement,Establish relationships between NFTs and setting quantifiable attributes for those relationships.,nft,,high,,Draft,Standards Track,ERC,2023-05-02,,,Guang (@xg1990),Guang (@xg1990),721;1155,,721;1155,0,2,0.00094087,2,True,False,True,1515,17,https://ethereum-magicians.org/t/introducing-new-eip-nft-relationship-standard/14468,Establishes relationships and quantifiable attributes between ERC-721/1155 tokens.,Enables NFT graphs with derivative relationships and attribute metadata.
7087,MIME type for Web3 URL in Auto Mode,Add ability to indicate or determine the MIME type of the data returned by a Web3 URL in auto mode,infrastructure-meta,,high,,Draft,Standards Track,ERC,2023-05-28,,,"Qi Zhou (@qizhou), Nicolas Deschildre (@nand2)",Qi Zhou (@qizhou);Nicolas Deschildre (@nand2),6860,,6860,0,1,0.00094087,2,True,False,False,942,10,https://ethereum-magicians.org/t/erc-7087-mime-type-for-web3-url-in-auto-mode/14471,Query parameters for specifying MIME type of web3:// URL responses in auto mode.,"Extends ERC-6860 with mime.content, mime.type, and mime.dataurl parameters."
7092,Financial Bonds,Represents debt issued by entities to investors.,rwa,tokens-fungible,high,,Final,Standards Track,ERC,2023-05-28,,,Samuel Gwlanold Edoumou (@Edoumou),Samuel Gwlanold Edoumou (@Edoumou),165,,20;165;721;1155;3475,0,1,0.00094087,1,True,False,True,3777,15,https://ethereum-magicians.org/t/financial-bonds/14461,"Fixed-income bonds with coupon rates, maturity dates, and cross-chain support.","Introduces financial bond standard with named variables (coupon, principal, maturity) to improve upon ERC-3475; includes optional ESG parameters and cross-chain interface."
7093,Social Recovery Interface,Interfaces for social recovery account supporting various guardian types and customizable recovery policies.,security-permissions,account-abstraction,high,,Draft,Standards Track,ERC,2023-05-29,,,"John Zhang (@johnz1019), Davis Xiang (@xcshuan), Kyle Xu (@kylexyxu), George Zhang (@odysseus0)",John Zhang (@johnz1019);Davis Xiang (@xcshuan);Kyle Xu (@kylexyxu);George Zhang (@odysseus0),1271,,1271;712,0,1,0.00094087,1,True,False,True,2570,15,https://ethereum-magicians.org/t/eip-social-recovery-interface/14494,Social recovery interface supporting various guardian types and customizable recovery policies.,Separates identity verification (PermissionVerifier) from recovery policy logic (RecoveryPolicyVerifier) to enable flexible guardian types including off-chain identities; draft status.
7144,ERC-20 with transaction validation step.,"A new validation step for transfer and approve calls, achieving a security step in case of stolen wallet.",tokens-fungible,security-permissions,high,,Review,Standards Track,ERC,2023-05-07,,,Eduard López i Fina (@eduardfina),Eduard López i Fina (@eduardfina),20,,20,0,1,0.00094087,1,True,False,True,1504,11,https://ethereum-magicians.org/t/erc721-with-a-validation-step/14071,ERC-20 extension adding validation step for transfers and approvals.,Extends ERC-20 with pending validations to prevent wallet draining; transfer/approve create pending validations instead of executing immediately.
7160,ERC-721 Multi-Metadata Extension,"Multiple metadata URIs per token, with the option to pin a primary URI.",nft,,high,,Final,Standards Track,ERC,2023-06-09,,,"0xG (@0xGh), Marco Peyfuss (@mpeyfuss)",0xG (@0xGh);Marco Peyfuss (@mpeyfuss),165;721,,165;721;4906,0,2,0.00094087,2,True,False,True,1504,8,https://ethereum-magicians.org/t/erc721-multi-metadata-extension/14629,Multiple metadata URIs per ERC-721 token with pinning capability.,Enables multi-metadata support for NFTs with ability to pin preferred URI; backward compatible with existing ERC-721.
7196,"Simple token, Simplified ERC-20","Designed for smart contract wallets, this removes the transferFrom, approve, and allowance functions from ERC-20 tokens.",tokens-fungible,,high,,Draft,Standards Track,ERC,2023-06-21,,,"Xiang (@wenzhenxiang), Ben77 (@ben2077), Mingshi S. (@newnewsms)",Xiang (@wenzhenxiang);Ben77 (@ben2077);Mingshi S. (@newnewsms),20,,20,0,1,0.00094087,1,True,False,True,652,8,https://ethereum-magicians.org/t/simple-token-designed-for-smart-contract-wallet-aa/14757,"Simplified token standard for smart contract wallets, removing approve/allowance/transferFrom.",Designed for AA wallets; removes ERC-20 approval mechanism in favor of wallet-level permission management; forward compatible with ERC-20.
7201,Namespaced Storage Layout,Conventions for the storage location of structs in the namespaced storage pattern.,infrastructure-meta,,high,,Final,Standards Track,ERC,2023-06-20,,,"Francisco Giordano (@frangio), Hadrien Croubois (@Amxx), Ernesto García (@ernestognw), Eric Lau (@ericglau)",Francisco Giordano (@frangio);Hadrien Croubois (@Amxx);Ernesto García (@ernestognw);Eric Lau (@ericglau),,7546;7779;8042,,3,0,0.00314683,0,True,False,True,1044,12,https://ethereum-magicians.org/t/eip-7201-namespaced-storage-layout/14796,Namespaced storage layout convention using NatSpec annotation and collision-safe hashing.,Standardizes storage location for modular contracts using @custom:storage-location; uses erc7201 formula: keccak256(keccak256(id)-1) & ~0xff.
7204,Contract wallet management token,"Focuses on fungible token management within smart contract wallets, offering enhanced transaction flexibility and security",account-abstraction,tokens-fungible,high,,Draft,Standards Track,ERC,2023-06-21,,,"Xiang (@wenzhenxiang), Ben77 (@ben2077), Mingshi S. (@newnewsms)",Xiang (@wenzhenxiang);Ben77 (@ben2077);Mingshi S. (@newnewsms),165,,165;20;4337,0,1,0.00094087,1,True,False,False,1086,7,https://ethereum-magicians.org/t/token-asset-management-interface-with-smart-contract-wallet/14759,Smart contract wallet token management with wallet-level approve and transfer hooks.,"Enables token asset management within AA wallets via tokenApprove, tokenAllowance, tokenTransfer functions; supports batch operations and transfer hooks."
7208,On-Chain Data Containers,Interoperability by abstracting logic away from storage,infrastructure-meta,,high,,Final,Standards Track,ERC,2023-06-09,,,"Rachid Ajaja (@abrajaja), Matthijs de Vries (@sudomati), Alexandros Athanasopulos (@Xaleee), Pavel Rubin (@pash7ka), Sebastian Galimberti Romano (@galimba), Daniel Berbesi (@berbex), Apostolos Mavropoulos (@ApostolosMavro), Barbara Marcano (@Barbara-Marcano), Daniel Ortega (@xdaniortega)",Rachid Ajaja (@abrajaja);Matthijs de Vries (@sudomati);Alexandros Athanasopulos (@Xaleee);Pavel Rubin (@pash7ka);Sebastian Galimberti Romano (@galimba);Daniel Berbesi (@berbex);Apostolos Mavropoulos (@ApostolosMavro);Barbara Marcano (@Barbara-Marcano);Daniel Ortega (@xdaniortega),165,,165,0,1,0.00094087,1,True,False,True,2936,14,https://ethereum-magicians.org/t/erc-7208-on-chain-data-container/14778,On-chain data containers abstracting storage from logic via Data Objects and Data Managers.,Separates data storage (Data Objects) from logic (Data Managers) using Data Points for indexing; enables data portability between Data Index implementations.
7231,Identity-aggregated NFT,"The aggregation of web2 & web3 identities to NFTs, authorized by individuals, gives attributes of ownerships, relationships, experiences.",reputation-identity,nft,high,,Final,Standards Track,ERC,2023-06-25,,,"Chloe Gu <chloe@carv.io>, Navid X. (@xuxinlai2002), Victor Yu <victor@carv.io>, Archer H.",Chloe Gu <chloe@carv.io>;Navid X. (@xuxinlai2002);Victor Yu <victor@carv.io>;Archer H.,165;721;1271,,165;721;1271,0,3,0.00094087,2,True,True,True,929,10,https://ethereum-magicians.org/t/erc7231-identity-aggregated-nft/15062,Identity-aggregated NFT binding Web2 and Web3 identities to tokens with verification.,Extends ERC-721 to aggregate multiple identities (Web2/Web3) with signature-based verification; includes custom schema in metadata.
7246,Encumber - Splitting Ownership & Guarantees,A token interface to allow pledging tokens without transferring ownership.,tokens-fungible,,high,,Review,Standards Track,ERC,2023-06-27,,,"Coburn Berry (@coburncoburn), Mykel Pereira (@mykelp), Scott Silver (@scott-silver)",Coburn Berry (@coburncoburn);Mykel Pereira (@mykelp);Scott Silver (@scott-silver),20,,20,0,1,0.00094087,1,True,False,True,1414,8,https://ethereum-magicians.org/t/encumber-extending-the-erc-20-token-standard-to-allow-pledging-tokens-without-giving-up-ownership/14849,Token encumber mechanism allowing pledge without transfer of ownership.,Stronger guarantee than ERC-20 allowance; encumbered tokens reserved but not transferred; useful for collateral and escrow scenarios.
7254,Token Revenue Sharing,Revenue token is a token that shares rewards for holders.,defi,tokens-fungible,high,,Draft,Standards Track,ERC,2023-06-29,,,"Quy Phan (@quyphandang), Quy Phan <quy.phan@cryptoviet.info>",Quy Phan (@quyphandang);Quy Phan <quy.phan@cryptoviet.info>,,,20,0,0,0.00094087,0,True,False,True,378,17,https://ethereum-magicians.org/t/token-revenue-sharing/14872,Revenue-sharing token distributing profits to holders without locking/staking.,Extends ERC-20 with reward mechanisms; tracks inReward/outReward per account and allows periodic reward withdrawals.
7272,Ethereum Access Token,A protocol for authorizing function calls from an off-chain service,security-permissions,,high,,Draft,Standards Track,ERC,2023-07-03,,,"Chris Chung (@0xpApaSmURf), Raphael Roullet (@ra-phael)",Chris Chung (@0xpApaSmURf);Raphael Roullet (@ra-phael),712,,712,0,0,0.00094087,0,True,False,True,1174,14,https://ethereum-magicians.org/t/eip-7272-ethereum-access-token/14945,Ethereum Access Token for off-chain service authorization of on-chain function calls.,EIP-712 conformant signed messages granting short-lived access to specific functions; includes expiry and replay protection.
7280,NFT Metadata Extension like JSON-LD,Let NFT metadata have a feature equivalent to JSON-LD to be semantic.,nft,,high,,Draft,Standards Track,ERC,2023-07-04,,,Yohei Nishikubo (@yoheinishikubo),Yohei Nishikubo (@yoheinishikubo),721;1155;3525,,721;1155;3525,0,3,0.00094087,3,True,False,True,720,11,https://ethereum-magicians.org/t/eip-7280-nft-metadata-extension-like-json-ld/14935,NFT metadata extension with JSON-LD linked data support.,Adds linked_data array to metadata enabling schema-based semantic data; backward compatible with existing NFT metadata.
7291,Purpose bound money,An extension to ERC-1155 implementing a hybrid form of programmable payment and money.,defi,tokens-fungible,high,,Final,Standards Track,ERC,2023-06-24,,,"Orchid-Dev (@proj-orchid-straitsx), Victor Liew (@alcedo), Wong Tse Jian (@wongtsejian), Jacob Shan (@Jacobshan429), Chin Sin Ong (@chinsinong), Praveen Kumar (@veenkumarr)",Orchid-Dev (@proj-orchid-straitsx);Victor Liew (@alcedo);Wong Tse Jian (@wongtsejian);Jacob Shan (@Jacobshan429);Chin Sin Ong (@chinsinong);Praveen Kumar (@veenkumarr),165;173;1155,7994,165;173;20;777;1155;1363;5679;5192;5982,1,3,0.00134075,2,True,False,True,7255,25,https://ethereum-magicians.org/t/eip-7291-purpose-bound-money/14973,Purpose-bound money wrapping digital currency with conditional spending constraints.,ERC-1155 wrapper around ERC-20 sovToken implementing programmable money with whitelist/blacklist compliance checks; used for vouchers and escrow.
7303,Token-Controlled Token Circulation,Access control scheme based on token ownership.,security-permissions,,high,,Draft,Standards Track,ERC,2023-07-09,,,Ko Fujimura (@kofujimura),Ko Fujimura (@kofujimura),721;1155;5679,,721;1155;5679,0,3,0.00094087,3,True,False,True,1314,9,https://ethereum-magicians.org/t/erc-7303-token-controlled-token-circulation/15020,Token-controlled access via ERC-721/1155 control tokens representing privileges.,Uses token ownership as access control mechanism; roles granted/revoked via mint/burn of control tokens; visible in wallets.
7390,Vanilla Options for ERC-20 Tokens,"An interface for creating, managing, and executing simple time-limited call/put (vanilla) options.",defi,,high,,Draft,Standards Track,ERC,2022-09-02,,,"Ewan Humbert (@Xeway) <xeway@protonmail.com>, Lassi Maksimainen (@mlalma) <lassi.maksimainen@gmail.com>",Ewan Humbert (@Xeway) <xeway@protonmail.com>;Lassi Maksimainen (@mlalma) <lassi.maksimainen@gmail.com>,20;1155,,20;1155,0,2,0.00094087,2,True,False,False,4158,51,https://ethereum-magicians.org/t/erc-7390-vanilla-option-standard/15206,Standard interface for vanilla options on ERC-20 tokens with time-limited exercise windows.,Requires ERC-1155 for fractional option ownership. Supports both call and put options with writer collateralization.
7399,⚡ Flash Loans ⚡,Interfaces and processes for flash loans,defi,,high,,Review,Standards Track,ERC,2023-07-25,,,"Alberto Cuesta Cañada (@alcueca), Michael Amadi (@AmadiMichaels), Devtooligan (@devtooligan), Ultrasecr.eth (@ultrasecreth), Sam Bacha (@sambacha)",Alberto Cuesta Cañada (@alcueca);Michael Amadi (@AmadiMichaels);Devtooligan (@devtooligan);Ultrasecr.eth (@ultrasecreth);Sam Bacha (@sambacha),20,,20;3156,0,1,0.00094087,1,True,False,False,2429,17,https://ethereum-magicians.org/t/erc7400-flash-loans/15211,Standardized interface for flash loans with flexible lender and borrower architecture.,Successor to ERC-3156. Supports multiple assets and callback functions with fee collection.
7401,Parent-Governed Non-Fungible Tokens Nesting,An interface for Non-Fungible Tokens Nesting with emphasis on parent token's control over the relationship.,nft,,high,,Final,Standards Track,ERC,2023-07-26,,,"Bruno Škvorc (@Swader), Cicada (@CicadaNCR), Steven Pineda (@steven2308), Stevan Bogosavljevic (@stevyhacker), Jan Turk (@ThunderDeliverer)",Bruno Škvorc (@Swader);Cicada (@CicadaNCR);Steven Pineda (@steven2308);Stevan Bogosavljevic (@stevyhacker);Jan Turk (@ThunderDeliverer),165;721,,165;721;6059,0,2,0.00094087,2,True,True,True,4717,16,https://ethereum-magicians.org/t/eip-6059-parent-governed-nestable-non-fungible-tokens/11914,Parent-controlled NFT nesting allowing tokens to own other tokens with propose-accept pattern.,"Supersedes ERC-6059. Fixes interface ID mismatch. Enables bundling, collecting, membership, and delegation use cases."
7405,Portable Smart Contract Accounts,Migrating smart contract accounts at the Proxy (ERC-1967) layer.,account-abstraction,,high,,Draft,Standards Track,ERC,2023-07-26,,,Aaron Yee (@aaronyee-eth),Aaron Yee (@aaronyee-eth),191;1967,,191;1967;4337,0,2,0.00094087,1,True,False,True,1763,14,https://ethereum-magicians.org/t/erc-7405-portable-smart-contract-accounts/15236,Portable smart contract accounts enabling migration between wallets via ERC-1967 proxy layer.,Uses migration keys and time locks for security. Requires shared registry for tracking migrations.
7406,Multi-Namespace Onchain Registry,An universally accepted multi-namespace registry with mapping structures on the Ethereum,infrastructure-meta,,high,,Draft,Standards Track,ERC,2023-07-23,,,"Mengshi Zhang (@MengshiZhang), Zihao Chen (@zihaoccc)",Mengshi Zhang (@MengshiZhang);Zihao Chen (@zihaoccc),137,,137,0,1,0.00094087,1,True,False,True,907,11,https://ethereum-magicians.org/t/eip-7406-multi-namespace-onchain-registry/15216,Multi-namespace onchain registry with key-value mapping structure supporting versioning and versioning.,Enables flexible data management. Supports namespace-based data organization and history tracking.
7409,Public Non-Fungible Tokens Emote Repository,React to any Non-Fungible Tokens using Unicode emojis.,nft,,high,,Final,Standards Track,ERC,2023-07-26,,,"Bruno Škvorc (@Swader), Steven Pineda (@steven2308), Stevan Bogosavljevic (@stevyhacker), Jan Turk (@ThunderDeliverer)",Bruno Škvorc (@Swader);Steven Pineda (@steven2308);Stevan Bogosavljevic (@stevyhacker);Jan Turk (@ThunderDeliverer),165,,165;721;1155;6381,0,1,0.00094087,1,True,True,True,3388,14,https://ethereum-magicians.org/t/eip-6381-emotable-extension-for-non-fungible-tokens/12710,Public emote repository allowing reactions to NFTs using Unicode emoji at deterministic address.,Supersedes ERC-6381. Uses string for emojis instead of bytes4. Supports presigned emotes and bulk operations.
7410,ERC-20 Update Allowance By Spender,Extension to enable revoking and decreasing allowance approval by spender for ERC-20,tokens-fungible,,high,,Draft,Standards Track,ERC,2023-07-26,,,"Mohammad Zakeri Rad (@zakrad), Adam Boudjemaa (@aboudjem), Mohamad Hammoud (@mohamadhammoud)",Mohammad Zakeri Rad (@zakrad);Adam Boudjemaa (@aboudjem);Mohamad Hammoud (@mohamadhammoud),20;165,,20;165,0,2,0.00094087,1,True,True,True,754,12,https://ethereum-magicians.org/t/eip-7410-decrease-allowance-by-spender/15222,ERC-20 extension enabling spenders to decrease allowance autonomously without owner approval.,Addresses security by allowing spenders to revoke excessive allowances. Nullifies infinite approvals.
7412,On-Demand Off-Chain Data Retrieval,A method to construct multicalls with prepended verifiable off-chain data,infrastructure-meta,,high,,Draft,Standards Track,ERC,2023-07-26,,,"Noah Litvin (@noahlitvin), db (@dbeal-eth)",Noah Litvin (@noahlitvin);db (@dbeal-eth),,,3668,0,0,0.00094087,0,True,False,True,1530,7,https://ethereum-magicians.org/t/erc-7412-on-demand-off-chain-data-retrieval/15346,On-demand off-chain data retrieval via oracle contracts with multicall prepending pattern.,Alternative to ERC-3668. Enables cross-chain reads without callback complexity. Supports fee collection.
7417,Token Converter,Smart-contract service that converts token of one ERC version to another,infrastructure-meta,,high,,Review,Standards Track,ERC,2023-07-27,,,Dexaran (@Dexaran) <dexaran@ethereumclassic.org>,Dexaran (@Dexaran) <dexaran@ethereumclassic.org>,20;165;223,,20;165;223,0,3,0.00094087,1,True,False,True,6162,29,https://ethereum-magicians.org/t/token-standard-converter/15252,Token converter enabling 1:1 conversion between ERC-20 and ERC-223 tokens with wrapper contracts.,Solves token standard interoperability. One ERC-223 wrapper per ERC-20 token. Supports bidirectional conversion.
7425,Tokenized Reserve,Transparent reserve fund on-chain with stakeholder participation.,defi,,high,,Draft,Standards Track,ERC,2023-06-30,,,Jimmy Debe (@jimstir),Jimmy Debe (@jimstir),20;4626,,20;4626,0,2,0.00094087,3,True,False,False,1491,11,https://ethereum-magicians.org/t/eip-7425-tokenized-reserve/15297,Tokenized reserve fund extension of ERC-4626 with stakeholder governance and transparent asset tracking.,Enables proposal-based reserve withdrawals. Stakeholders participate through share minting.
7432,Non-Fungible Token Roles,Role Management for NFTs. Enables accounts to share the utility of NFTs via expirable role assignments.,nft,,high,,Final,Standards Track,ERC,2023-07-14,,,"Ernani São Thiago (@ernanirst), Daniel Lima (@karacurt)",Ernani São Thiago (@ernanirst);Daniel Lima (@karacurt),165;721,,165;721,0,2,0.00094087,2,True,False,True,2270,14,https://ethereum-magicians.org/t/eip-7432-non-fungible-token-roles/15298,Role management for NFTs with automatic expiration and custom data supporting permissioned utility sharing.,Roles expire automatically. Supports revocable and non-revocable roles. Includes metadata extension for role descriptions.
7439,Prevent ticket touting,An interface for customers to resell their tickets via authorized ticket resellers.,nft,,high,,Final,Standards Track,ERC,2023-07-28,,,"LeadBest Consulting Group <service@getoken.io>, Sandy Sung (@sandy-sung-lb), Mars Peng <mars.peng@getoken.io>, Taien Wang <taien.wang@getoken.io>",LeadBest Consulting Group <service@getoken.io>;Sandy Sung (@sandy-sung-lb);Mars Peng <mars.peng@getoken.io>;Taien Wang <taien.wang@getoken.io>,165;721,,165;721,0,2,0.00094087,2,True,True,True,2062,10,https://ethereum-magicians.org/t/prevent-ticket-touting/15269,ERC-721 extension preventing ticket scalping through status tracking and authorized reseller transfers.,"Restricts transfers to authorized platforms only. Defines token statuses: Sold, Resell, Void, Redeemed."
7444,Time Locks Maturity,Interface for conveying the date upon which a time-locked system becomes unlocked,infrastructure-meta,,high,,Draft,Standards Track,ERC,2023-06-05,,,"Thanh Trinh (@thanhtrinh2003) <thanh@revest.finance>, Joshua Weintraub (@jhweintraub) <josh@revest.finance>, Rob Montgomery (@RobAnon) <rob@revest.finance>",Thanh Trinh (@thanhtrinh2003) <thanh@revest.finance>;Joshua Weintraub (@jhweintraub) <josh@revest.finance>;Rob Montgomery (@RobAnon) <rob@revest.finance>,165,,165;721;1155,0,1,0.00094087,1,True,False,True,791,12,https://ethereum-magicians.org/t/eip-idea-timelock-maturity/15321,Standard interface for querying maturity timestamp of time-locked assets for valuation purposes.,Enables Black-Scholes valuation of locked assets. Works with ERC-721 and ERC-1155 time-locked tokens.
7484,Registry Extension for ERC-7579,Adapters that allow modular smart accounts to verify the security of modules using a Module Registry,account-abstraction,,high,,Draft,Standards Track,ERC,2023-08-14,,,"Konrad Kopp (@kopy-kat), zeroknots (@zeroknots)",Konrad Kopp (@kopy-kat);zeroknots (@zeroknots),7579,,4337;7579,0,1,0.00094087,2,True,False,True,2265,22,https://ethereum-magicians.org/t/erc-7484-registry-adapters-for-smart-accounts/15434,Registry and adapter interface for modular smart accounts to verify module security via attestations.,Includes singleton registry reference implementation. Supports attester thresholds and module type validation.
7496,NFT Dynamic Traits,Extension to ERC-721 and ERC-1155 for dynamic onchain traits,nft,,high,,Draft,Standards Track,ERC,2023-07-28,,,"Adam Montgomery (@montasaurus), Ryan Ghods (@ryanio), 0age (@0age), James Wenzel (@emo-eth), Stephan Min (@stephankmin)",Adam Montgomery (@montasaurus);Ryan Ghods (@ryanio);0age (@0age);James Wenzel (@emo-eth);Stephan Min (@stephankmin),165;721;1155,,165;721;1155,0,3,0.00094087,2,True,True,True,2128,18,https://ethereum-magicians.org/t/erc-7496-nft-dynamic-traits/15484,Extension for ERC-721 and ERC-1155 enabling dynamic onchain traits with marketplace sale validation.,"Supports multiple data types: string, decimal, boolean, epochSeconds. Includes validateOnSale property."
7498,NFT Redeemables,Extension to ERC-721 and ERC-1155 for onchain and offchain redeemables,nft,,high,,Draft,Standards Track,ERC,2023-07-28,,,"Ryan Ghods (@ryanio), 0age (@0age), Adam Montgomery (@montasaurus), Stephan Min (@stephankmin)",Ryan Ghods (@ryanio);0age (@0age);Adam Montgomery (@montasaurus);Stephan Min (@stephankmin),165;712;721;1155;1271,,165;712;721;1155;1271;7496,0,4,0.00094087,2,True,True,True,1829,21,https://ethereum-magicians.org/t/erc-7498-nft-redeemables/15485,NFT redeemable campaigns with onchain/offchain redemptions and dynamic traits.,Extends ERC-721/1155 for redeemable entitlements. Integrates ERC-7496 dynamic traits. Uses EIP-712 signatures for optional redemption approval.
7506,Trusted Hint Registry,"A system for managing on-chain metadata, enabling verification of ecosystem claims.",reputation-identity,security-permissions,high,,Draft,Standards Track,ERC,2023-08-31,,,"Philipp Bolte (@strumswell), Dennis von der Bey (@DennisVonDerBey), Lauritz Leifermann (@lleifermann)",Philipp Bolte (@strumswell);Dennis von der Bey (@DennisVonDerBey);Lauritz Leifermann (@lleifermann),712,,712;155,0,0,0.00094087,0,True,False,False,3250,48,https://ethereum-magicians.org/t/eip-trusted-hint-registry/15615,On-chain metadata registry for managing ecosystem claims with delegation and EIP-712 signatures.,"Standardizes hint management for trustworthiness verification. Supports delegated access, EIP-712 meta-transactions. Optional ENS integration for discovery."
7507,Multi-User NFT Extension,An extension of ERC-721 to allow multiple users to a token with restricted permissions.,nft,,high,,Draft,Standards Track,ERC,2023-08-24,,,"Ming Jiang (@minkyn), Zheng Han (@hanbsd), Fan Yang (@fayang)",Ming Jiang (@minkyn);Zheng Han (@hanbsd);Fan Yang (@fayang),721,,721;4907,0,1,0.00094087,2,True,True,True,749,9,https://ethereum-magicians.org/t/eip-7507-multi-user-nft-extension/15660,Multi-user NFT extension allowing multiple concurrent subscriptions with per-user expiration times.,Complements ERC-4907 (single rental) with support for concurrent users. Useful for IP licensing scenarios with time-limited subscriptions.
7508,Dynamic On-Chain Token Attributes Repository,Dynamic on-chain storage of token attributes in a public-good repository.,nft,infrastructure-meta,high,,Draft,Standards Track,ERC,2023-08-15,,,"Steven Pineda (@steven2308), Jan Turk (@ThunderDeliverer)",Steven Pineda (@steven2308);Jan Turk (@ThunderDeliverer),165,,165;721;1155,0,1,0.00094087,1,True,True,True,7962,17,https://ethereum-magicians.org/t/dynamic-on-chain-token-attributes-repository/15667,Public on-chain NFT attributes repository with access control and presigned updates.,"Common-good repository for ERC-721/1155 attributes. Supports multiple attribute types, presigned modifications. Designed for cross-collection interactivity and perpetual on-chain storage."
7509,Entity Component System,"Represent entities comprising components of data, with systems which operate on entities' components.",infrastructure-meta,,medium,,Draft,Standards Track,ERC,2023-09-05,,,Rickey (@HelloRickey),Rickey (@HelloRickey),,,,0,0,0.00094087,0,True,False,True,2156,16,https://ethereum-magicians.org/t/a-new-proposal-of-entity-component-system/15665,Minimal Entity Component System for smart contracts enabling decoupled data and behavior.,"Standardizes ECS pattern for smart contracts. World contracts manage entities, components, systems. Facilitates modular architecture and cross-contract applications."
7510,Cross-Contract Hierarchical NFT,An extension of ERC-721 to maintain hierarchical relationship between tokens from different contracts.,nft,,high,,Draft,Standards Track,ERC,2023-08-24,,,"Ming Jiang (@minkyn), Zheng Han (@hanbsd), Fan Yang (@fayang)",Ming Jiang (@minkyn);Zheng Han (@hanbsd);Fan Yang (@fayang),721,,721;6150,0,1,0.00094087,2,True,True,True,1062,9,https://ethereum-magicians.org/t/eip-7510-cross-contract-hierarchical-nft/15687,Cross-contract hierarchical NFT relationships enabling multi-parent derivative tokens.,"Extends ERC-721 with cross-contract parent tracking. Unlike ERC-6150 (same-contract), enables derivative NFTs in new collections from multiple parents."
7511,Minimal Proxy Contract with PUSH0,Optimizes the previous Minimal Proxy Contract with the PUSH0 opcode,infrastructure-meta,,high,,Draft,Standards Track,ERC,2023-09-04,,,"0xAA (@AmazingAng), vectorized (@Vectorized), 0age (@0age)",0xAA (@AmazingAng);vectorized (@Vectorized);0age (@0age),7;211;1167;3855,,7;211;1167;3855,0,1,0.00094087,1,True,False,False,1418,14,https://ethereum-magicians.org/t/erc-7511-minimal-proxy-contract-with-push0/15662,Minimal proxy contract optimized with PUSH0 opcode reducing deployment and runtime gas.,"Improves ERC-1167 with PUSH0; 200 gas deployment savings, 5 gas runtime per call. Requires Shanghai+ EVM. Same functionality as prior minimal proxy."
7512,Onchain Representation for Audits,Proposal to define a contract parseable representation of Audit reports.,security-permissions,infrastructure-meta,high,,Draft,Standards Track,ERC,2023-09-05,,,"Richard Meissner - Safe (@rmeissner), Robert Chen - OtterSec (@chen-robert), Matthias Egli - ChainSecurity (@MatthiasEgli), Jan Kalivoda - Ackee Blockchain (@jaczkal), Michael Lewellen - OpenZeppelin (@cylon56), Shay Zluf - Hats Finance (@shayzluf), Alex Papageorgiou - Omniscia (@alex-ppg)",Richard Meissner - Safe (@rmeissner);Robert Chen - OtterSec (@chen-robert);Matthias Egli - ChainSecurity (@MatthiasEgli);Jan Kalivoda - Ackee Blockchain (@jaczkal);Michael Lewellen - OpenZeppelin (@cylon56);Shay Zluf - Hats Finance (@shayzluf);Alex Papageorgiou - Omniscia (@alex-ppg),712,,712;20;721;4337;6900;1155,0,0,0.00094087,0,True,False,True,1757,16,https://ethereum-magicians.org/t/erc-7512-onchain-audit-representation/15683,On-chain audit report representation with EIP-712 signatures and ERC compliance verification.,"Standardizes audit metadata for on-chain verification. Tracks auditor, contract instance, ERC compliance. Supports SECP256K1, BLS, ERC1271, SECP256R1 signatures."
7513,Smart NFT - A Component for Intent-Centric,"This proposal defines a new type of NFT that combines smart contract execution logic, granting NFTs executable capabilities.",nft,account-abstraction,medium,,Draft,Standards Track,ERC,2023-09-06,,,"MJ Tseng (@TsengMJ) <tsngmj@gmail.com>, Clay (@Clay2018) <clay.uw@outlook.com>, Jeffery.c <jeffery.c@a3sprotocol.xyz>, Johnny.c <johnny.c@a3sprotocol.xyz>",MJ Tseng (@TsengMJ) <tsngmj@gmail.com>;Clay (@Clay2018) <clay.uw@outlook.com>;Jeffery.c <jeffery.c@a3sprotocol.xyz>;Johnny.c <johnny.c@a3sprotocol.xyz>,165;1155,,165;1155;721,0,2,0.00094087,2,True,False,True,1671,20,https://ethereum-magicians.org/t/nft-bound-modularized-contract/15696,NFTs with embedded executable smart contract logic via intent-centric modules.,Fuses NFT with smart contract execution. Smart-Manager tracks verification status. Intent-Proxy enables batch NFT usage. Based on ERC-1155 for reusability.
7517,Content Consent for AI/ML Data Mining,"A proposal adding ""dataMiningPreference"" in the metadata to preserve the digital content's original intent and respect creator's rights.",nft,,high,,Draft,Standards Track,ERC,2023-09-12,,,"Bofu Chen (@bafu), Tammy Yang (@tammyyang)",Bofu Chen (@bafu);Tammy Yang (@tammyyang),721;7053,,721;7053;1155,0,2,0.00094087,2,True,False,False,1419,10,https://ethereum-magicians.org/t/eip-7517-content-consent-for-ai-ml-data-mining/15755,AI/ML data mining preference metadata for digital assets respecting creator rights.,"Extends ERC-721/7053 with dataMiningPreference field. Supports granular consent for data mining, AI training, inference. Aligns with C2PA standards."
